Subject ID,Duration,PK OR,PK Terms,PK Total,Intrinsic Load,Extraneous Load,Germane Load,Head Score,Tired Dif,Stress Dif,Annoy Dif,Bored Dif,Distract Dif,Retention OR1,Retention OR2,Retention OR Total,Retention OR %,Retention MC,Retention MC %,Retention Total,Retention Total %,Transfer MC,Transfer MC%,Transfer OR,Transfer OR%,Transfer Total,Transfer Total %,Age ,Gender,Fluency,Native,Relevancy,Animated?,Condition
218,12.96666667,1,2,4,3.333333333,5.5,3.666666667,3,-1,1,0,-2,-3,2,1,3,0.142857143,4,0.285714286,7,0.2,0,0,3,0.272727273,3,0.214285714,20,Female,Fluent,Native,Irrelevant,Static,Irrelevant Static
219,19.81666667,2,9,14,6.666666667,8,7.666666667,3,-1,-1,-1,-1,0,0,1,1,0.047619048,9,0.642857143,10,0.285714286,1,0.333333333,2,0.181818182,3,0.214285714,21,Male,Fluent,Non-Native,Irrelevant,Static,Irrelevant Static
220,28.2,0,4,5,1.666666667,6,6,3,-1,-2,-2,-1,-1,2,2,4,0.19047619,7,0.5,11,0.314285714,2,0.666666667,1,0.090909091,3,0.214285714,21,Female,Fluent,Non-Native,Irrelevant,Static,Irrelevant Static
221,18.58333333,1,10,14,6.666666667,6.5,7.666666667,2,0,0,0,-2,-3,2,0,2,0.095238095,5,0.357142857,7,0.2,3,1,3,0.272727273,6,0.428571429,20,Female,Fluent,Non-Native,Irrelevant,Static,Irrelevant Static
222,21.26666667,0,5,7,4,8.5,5.666666667,3,0,-1,-2,1,0,0,2,2,0.095238095,4,0.285714286,6,0.171428571,1,0.333333333,2,0.181818182,3,0.214285714,19,Female,Fluent,Non-Native,Irrelevant,Static,Irrelevant Static
223,17.71666667,0,0,1,3.333333333,8.5,8,1,1,1,1,1,1,0,0,0,0,7,0.5,7,0.2,2,0.666666667,2,0.181818182,4,0.285714286,24,Male,Non-Fluent,Non-Native,Irrelevant,Static,Irrelevant Static
224,14.35,0,2,3,5,5.5,6.666666667,2,0,0,0,0,0,0,3,3,0.142857143,8,0.571428571,11,0.314285714,2,0.666666667,2,0.181818182,4,0.285714286,19,Female,Fluent,Native,Irrelevant,Static,Irrelevant Static
225,16.13333333,0,4,5,6.333333333,10,7,4,-1,2,1,-2,0,2,3,5,0.238095238,8,0.571428571,13,0.371428571,2,0.666666667,2,0.181818182,4,0.285714286,21,Female,Fluent,Native,Irrelevant,Static,Irrelevant Static
226,19.11666667,1,0,2,7.333333333,10,8,2,0,1,0,0,0,0,1,1,0.047619048,6,0.428571429,7,0.2,2,0.666666667,3,0.272727273,5,0.357142857,25,Female,Fluent,Native,Irrelevant,Static,Irrelevant Static
227,13.23333333,0,10,12,7,7,6.333333333,3,-2,1,-3,-2,-2,1,1,2,0.095238095,8,0.571428571,10,0.285714286,3,1,2,0.181818182,5,0.357142857,20,Male,Fluent,Native,Irrelevant,Static,Irrelevant Static
228,20.76666667,0,1,4,1.666666667,5,7.666666667,3,0,0,-1,0,0,0,1,1,0.047619048,7,0.5,8,0.228571429,2,0.666666667,2,0.181818182,4,0.285714286,22,Female,Fluent,Non-Native,Irrelevant,Static,Irrelevant Static
229,14.75,1,2,4,2.666666667,7.5,8,2,0,1,-2,0,-2,0,1,1,0.047619048,9,0.642857143,10,0.285714286,2,0.666666667,2,0.181818182,4,0.285714286,20,Female,Fluent,Native,Irrelevant,Static,Irrelevant Static
230,20.11666667,0,5,6,6,4.5,4,3,0,1,0,-1,-2,0,0,0,0,10,0.714285714,10,0.285714286,2,0.666666667,2,0.181818182,4,0.285714286,18,Female,Fluent,Non-Native,Irrelevant,Static,Irrelevant Static
231,18.36666667,0,4,5,4.666666667,8.5,4.666666667,3,-1,0,4,0,1,4,1,5,0.238095238,8,0.571428571,13,0.371428571,3,1,3,0.272727273,6,0.428571429,21,Female,Fluent,Native,Irrelevant,Static,Irrelevant Static
232,20.3,1,12,14,6.333333333,10,7,3,2,5,0,1,1,2,1,3,0.142857143,12,0.857142857,15,0.428571429,0,0,4,0.363636364,4,0.285714286,21,Female,Fluent,Non-Native,Irrelevant,Static,Irrelevant Static
233,24.33333333,0,2,4,5.666666667,10,8.666666667,4,3,0,2,3,-1,0,1,1,0.047619048,8,0.571428571,9,0.257142857,1,0.333333333,3,0.272727273,4,0.285714286,19,Female,Fluent,Non-Native,Irrelevant,Static,Irrelevant Static
234,20.28333333,0,0,1,5,3,0,1,-2,0,-3,-3,-4,1,1,2,0.095238095,7,0.5,9,0.257142857,2,0.666666667,2,0.181818182,4,0.285714286,18,Female,Fluent,Non-Native,Irrelevant,Static,Irrelevant Static
235,17.56666667,0,2,4,8.333333333,8,4.666666667,3,0,0,-2,-1,-2,0,0,0,0,8,0.571428571,8,0.228571429,1,0.333333333,1,0.090909091,2,0.142857143,20,Female,Fluent,Non-Native,Irrelevant,Static,Irrelevant Static
236,19.06666667,0,7,8,4,5,2,2,0,-1,-1,-4,-1,1,1,2,0.095238095,8,0.571428571,10,0.285714286,1,0.333333333,2,0.181818182,3,0.214285714,20,Female,Fluent,Non-Native,Irrelevant,Static,Irrelevant Static
237,14.93333333,0,0,2,3,4.5,6,3,-1,-2,-2,-1,-2,0,0,0,0,3,0.214285714,3,0.085714286,1,0.333333333,1,0.090909091,2,0.142857143,21,Female,Fluent,Non-Native,Irrelevant,Static,Irrelevant Static
2,18.31666667,0,4,5,7.666666667,5.5,7,4,0,-1,-1,1,-1,7,3,10,0.476190476,12,0.857142857,22,0.628571429,2,0.666666667,4,0.363636364,6,0.428571429,21,Female,Fluent,Native,Relevant,Animation,Relevant Animation
3,19.15,1,1,4,4.666666667,8,7.333333333,3,-2,-1,0,-4,-1,9,0,9,0.428571429,10,0.714285714,19,0.542857143,1,0.333333333,4,0.363636364,5,0.357142857,19,Female,Fluent,Non-Native,Relevant,Animation,Relevant Animation
4,20.71666667,0,7,9,3.333333333,4.5,4.333333333,3,-2,0,-2,0,0,1,1,2,0.095238095,9,0.642857143,11,0.314285714,1,0.333333333,4,0.363636364,5,0.357142857,19,Male,Fluent,Non-Native,Relevant,Animation,Relevant Animation
5,20,0,1,3,4,7.5,5.333333333,4,-3,-1,1,-1,-2,4,1,5,0.238095238,10,0.714285714,15,0.428571429,2,0.666666667,2,0.181818182,4,0.285714286,21,Female,Fluent,Native,Relevant,Animation,Relevant Animation
6,19.8,1,15,17,3.666666667,8,8,1,1,3,0,0,1,3,2,5,0.238095238,12,0.857142857,17,0.485714286,2,0.666666667,5,0.454545455,7,0.5,18,Female,Fluent,Non-Native,Relevant,Animation,Relevant Animation
7,15.55,1,4,7,7.333333333,7,5,3,0,0,0,-1,-3,0,1,1,0.047619048,6,0.428571429,7,0.2,1,0.333333333,2,0.181818182,3,0.214285714,21,Female,Fluent,Native,Relevant,Animation,Relevant Animation
8,22.35,0,0,1,3.666666667,8.5,5,3,-2,0,0,-3,-1,2,1,3,0.142857143,6,0.428571429,9,0.257142857,2,0.666666667,3,0.272727273,5,0.357142857,21,Female,Fluent,Non-Native,Relevant,Animation,Relevant Animation
9,27.88333333,2,13,19,7.666666667,6.5,3,3,0,-1,-1,0,2,7,3,10,0.476190476,11,0.785714286,21,0.6,2,0.666666667,2,0.181818182,4,0.285714286,21,Male,Fluent,Non-Native,Relevant,Animation,Relevant Animation
10,15.93333333,1,9,11,3.333333333,10,5,3,0,0,-3,5,1,3,1,4,0.19047619,10,0.714285714,14,0.4,1,0.333333333,2,0.181818182,3,0.214285714,21,Female,Fluent,Native,Relevant,Animation,Relevant Animation
11,17.66666667,1,4,6,4.666666667,5,5,2,-1,2,-1,-1,-4,1,0,1,0.047619048,9,0.642857143,10,0.285714286,2,0.666666667,2,0.181818182,4,0.285714286,21,Female,Fluent,Non-Native,Relevant,Animation,Relevant Animation
12,16.2,0,3,4,5,9.5,7.666666667,4,1,-1,-1,-1,0,5,2,7,0.333333333,10,0.714285714,17,0.485714286,3,1,4,0.363636364,7,0.5,20,Female,Fluent,Native,Relevant,Animation,Relevant Animation
13,19.18333333,0,2,3,3.333333333,7,7,4,0,1,1,0,1,5,0,5,0.238095238,13,0.928571429,18,0.514285714,2,0.666666667,3,0.272727273,5,0.357142857,20,Male,Fluent,Non-Native,Relevant,Animation,Relevant Animation
14,17.96666667,0,1,2,0,1,0.333333333,3,-4,1,-2,-1,5,0,1,1,0.047619048,6,0.428571429,7,0.2,2,0.666666667,3,0.272727273,5,0.357142857,21,Female,Fluent,Native,Relevant,Animation,Relevant Animation
15,38.35,0,3,4,3.333333333,9,7,3,0,0,0,-1,0,5,1,6,0.285714286,6,0.428571429,12,0.342857143,2,0.666666667,3,0.272727273,5,0.357142857,33,Other,Fluent,Native,Relevant,Animation,Relevant Animation
16,11.3,1,3,7,2.333333333,4,3.333333333,2,-3,0,-2,-1,-2,1,2,3,0.142857143,8,0.571428571,11,0.314285714,2,0.666666667,3,0.272727273,5,0.357142857,20,Male,Fluent,Native,Relevant,Animation,Relevant Animation
17,30.65,0,0,1,3.666666667,7,6.333333333,3,-1,0,0,1,-2,5,2,7,0.333333333,14,1,21,0.6,2,0.666666667,2,0.181818182,4,0.285714286,18,Female,Fluent,Non-Native,Relevant,Animation,Relevant Animation
18,35.08333333,0,3,5,3.333333333,7.5,3.666666667,4,0,-1,0,-1,0,2,2,4,0.19047619,9,0.642857143,13,0.371428571,1,0.333333333,3,0.272727273,4,0.285714286,22,Female,Fluent,Native,Relevant,Animation,Relevant Animation
19,21.85,0,6,7,4.333333333,7,4,2,-1,0,-3,-2,-4,3,0,3,0.142857143,12,0.857142857,15,0.428571429,1,0.333333333,1,0.090909091,2,0.142857143,22,Female,Fluent,Non-Native,Relevant,Animation,Relevant Animation
20,12.43333333,0,3,4,3,4,2.666666667,3,1,-2,-2,-1,-1,0,0,0,0,8,0.571428571,8,0.228571429,2,0.666666667,2,0.181818182,4,0.285714286,20,Female,Fluent,Native,Relevant,Animation,Relevant Animation
21,23.91666667,2,9,15,3,8,6.333333333,3,0,0,0,2,2,5,1,6,0.285714286,9,0.642857143,15,0.428571429,3,1,1,0.090909091,4,0.285714286,18,Female,Non-Fluent,Non-Native,Relevant,Animation,Relevant Animation
22,21.33333333,0,4,5,6.333333333,9,7,3,1,3,1,3,0,2,1,3,0.142857143,7,0.5,10,0.285714286,2,0.666666667,3,0.272727273,5,0.357142857,20,Female,Non-Fluent,Non-Native,Relevant,Animation,Relevant Animation
23,17.28333333,1,7,12,2.666666667,7,6.666666667,2,0,0,0,1,1,3,1,4,0.19047619,9,0.642857143,13,0.371428571,3,1,2,0.181818182,5,0.357142857,20,Male,Fluent,Non-Native,Relevant,Animation,Relevant Animation
24,21.71666667,1,2,5,2.333333333,5.5,6.666666667,3,0,0,0,0,-3,7,2,9,0.428571429,11,0.785714286,20,0.571428571,1,0.333333333,3,0.272727273,4,0.285714286,21,Female,Fluent,Non-Native,Relevant,Animation,Relevant Animation
25,13.1,0,0,1,6.333333333,10,5.666666667,3,-1,1,2,2,1,0,0,0,0,6,0.428571429,6,0.171428571,1,0.333333333,1,0.090909091,2,0.142857143,19,Female,Fluent,Non-Native,Relevant,Animation,Relevant Animation
26,13.73333333,0,2,4,2.666666667,5,1,4,-3,0,-3,-3,-3,0,1,1,0.047619048,8,0.571428571,9,0.257142857,0,0,2,0.181818182,2,0.142857143,20,Female,Fluent,Native,Relevant,Animation,Relevant Animation
27,14.8,0,4,5,6,9.5,3.333333333,3,3,2,0,1,1,1,1,2,0.095238095,6,0.428571429,8,0.228571429,2,0.666666667,3,0.272727273,5,0.357142857,19,Female,Fluent,Native,Relevant,Animation,Relevant Animation
28,19.16666667,0,0,1,5.333333333,7,5.333333333,2,0,-2,-1,0,-2,0,0,0,0,4,0.285714286,4,0.114285714,2,0.666666667,3,0.272727273,5,0.357142857,23,Female,Fluent,Native,Relevant,Animation,Relevant Animation
29,22.41666667,0,7,8,3.333333333,4.5,3,3,-1,-2,-2,-2,-2,0,0,0,0,10,0.714285714,10,0.285714286,2,0.666666667,2,0.181818182,4,0.285714286,22,Female,Fluent,Non-Native,Relevant,Animation,Relevant Animation
30,30.58333333,1,1,4,4.666666667,7.5,5,3,0,1,0,1,1,3,1,4,0.19047619,8,0.571428571,12,0.342857143,2,0.666666667,3,0.272727273,5,0.357142857,,Female,Fluent,Non-Native,Relevant,Animation,Relevant Animation
31,32.26666667,0,6,7,4.333333333,7.5,6.666666667,4,-1,0,-2,2,2,4,2,6,0.285714286,12,0.857142857,18,0.514285714,1,0.333333333,2,0.181818182,3,0.214285714,22,Female,Fluent,Native,Relevant,Animation,Relevant Animation
32,18.8,1,10,13,6,10,10,3,-1,3,1,-2,2,5,1,6,0.285714286,12,0.857142857,18,0.514285714,3,1,5,0.454545455,8,0.571428571,20,Female,Fluent,Native,Relevant,Animation,Relevant Animation
33,17.33333333,0,3,5,4.666666667,4,5.666666667,3,-1,-2,0,-1,-2,2,2,4,0.19047619,9,0.642857143,13,0.371428571,3,1,3,0.272727273,6,0.428571429,21,Female,Fluent,Non-Native,Relevant,Animation,Relevant Animation
34,25.08333333,1,12,14,7,8.5,7,4,0,0,0,3,3,8,1,9,0.428571429,12,0.857142857,21,0.6,2,0.666666667,4,0.363636364,6,0.428571429,20,Female,Fluent,Non-Native,Relevant,Animation,Relevant Animation
35,17.63333333,0,0,1,5.333333333,7.5,4,3,0,3,1,1,0,2,1,3,0.142857143,9,0.642857143,12,0.342857143,0,0,3,0.272727273,3,0.214285714,21,Female,Fluent,Native,Relevant,Animation,Relevant Animation
36,15.68333333,0,8,9,6.333333333,8,7,3,0,0,1,3,1,6,2,8,0.380952381,11,0.785714286,19,0.542857143,3,1,3,0.272727273,6,0.428571429,20,Male,Fluent,Native,Relevant,Animation,Relevant Animation
37,20.86666667,1,4,6,5.333333333,9.5,8.666666667,3,1,-3,-1,0,1,2,2,4,0.19047619,10,0.714285714,14,0.4,3,1,4,0.363636364,7,0.5,20,Female,Fluent,Native,Relevant,Animation,Relevant Animation
38,19.43333333,0,7,9,3.333333333,3.5,5,2,-2,0,-2,-1,1,0,0,0,0,11,0.785714286,11,0.314285714,2,0.666666667,2,0.181818182,4,0.285714286,18,Female,Fluent,Non-Native,Relevant,Animation,Relevant Animation
39,19.75,0,4,7,6.333333333,7,7,3,1,2,-2,1,1,4,0,4,0.19047619,14,1,18,0.514285714,1,0.333333333,2,0.181818182,3,0.214285714,21,Female,Fluent,Non-Native,Relevant,Animation,Relevant Animation
40,26.65,0,5,6,2.666666667,3.5,5.666666667,2,0,0,-4,-2,-3,1,1,2,0.095238095,11,0.785714286,13,0.371428571,1,0.333333333,5,0.454545455,6,0.428571429,20,Female,Fluent,Native,Relevant,Animation,Relevant Animation
41,22.15,0,2,3,4.666666667,6,2,1,0,-1,-1,0,-2,1,0,1,0.047619048,7,0.5,8,0.228571429,1,0.333333333,2,0.181818182,3,0.214285714,22,Male,Fluent,Native,Relevant,Animation,Relevant Animation
42,18.51666667,0,4,6,4.666666667,4.5,6,2,-3,-1,-1,2,-1,0,1,1,0.047619048,5,0.357142857,6,0.171428571,0,0,1,0.090909091,1,0.071428571,22,Female,Fluent,Native,Relevant,Animation,Relevant Animation
43,11.31666667,0,12,15,0.666666667,2,3.666666667,1,-2,-1,-1,-1,-3,1,1,2,0.095238095,9,0.642857143,11,0.314285714,3,1,2,0.181818182,5,0.357142857,20,Female,Fluent,Native,Relevant,Animation,Relevant Animation
44,18.11666667,0,1,2,4,8.5,5,2,0,0,0,1,0,0,1,1,0.047619048,6,0.428571429,7,0.2,1,0.333333333,1,0.090909091,2,0.142857143,20,Male,Fluent,Non-Native,Relevant,Animation,Relevant Animation
45,9.533333333,1,6,10,6.666666667,6.5,3.333333333,3,1,0,-1,0,0,0,1,1,0.047619048,2,0.142857143,3,0.085714286,1,0.333333333,1,0.090909091,2,0.142857143,21,Male,Fluent,Non-Native,Relevant,Animation,Relevant Animation
46,21.1,0,0,1,5.333333333,1,7,3,3,-1,0,5,6,0,0,0,0,5,0.357142857,5,0.142857143,1,0.333333333,2,0.181818182,3,0.214285714,26,Female,Non-Fluent,Non-Native,Relevant,Animation,Relevant Animation
47,21,0,3,4,5.333333333,5,4.666666667,3,0,-1,-1,1,0,1,2,3,0.142857143,6,0.428571429,9,0.257142857,3,1,4,0.363636364,7,0.5,23,Female,Fluent,Native,Relevant,Animation,Relevant Animation
48,17.23333333,1,10,13,7,8,6,4,-1,0,-2,0,1,0,0,0,0,8,0.571428571,8,0.228571429,2,0.666666667,3,0.272727273,5,0.357142857,19,Female,Fluent,Non-Native,Relevant,Animation,Relevant Animation
49,18.76666667,0,9,11,6.333333333,9,7.333333333,3,0,2,-1,0,-1,6,1,7,0.333333333,13,0.928571429,20,0.571428571,2,0.666666667,2,0.181818182,4,0.285714286,19,Male,Fluent,Native,Relevant,Animation,Relevant Animation
50,12.43333333,0,12,14,3.333333333,8,8,3,-1,0,-1,1,0,1,1,2,0.095238095,11,0.785714286,13,0.371428571,2,0.666666667,1,0.090909091,3,0.214285714,21,Male,Fluent,Native,Relevant,Animation,Relevant Animation
51,15.31666667,0,1,2,3,6.5,5,2,5,0,0,0,0,0,0,0,0,3,0.214285714,3,0.085714286,1,0.333333333,1,0.090909091,2,0.142857143,18,Female,Fluent,Non-Native,Relevant,Animation,Relevant Animation
52,13.08333333,0,6,10,0.666666667,1.5,4,3,0,0,1,-2,-3,0,1,1,0.047619048,9,0.642857143,10,0.285714286,2,0.666666667,3,0.272727273,5,0.357142857,18,Female,Fluent,Native,Relevant,Animation,Relevant Animation
53,16.46666667,1,13,16,9,9,9,3,-1,3,1,1,2,3,2,5,0.238095238,10,0.714285714,15,0.428571429,2,0.666666667,1,0.090909091,3,0.214285714,21,Female,Fluent,Non-Native,Relevant,Animation,Relevant Animation
54,21.48333333,0,3,4,6.666666667,7,6,2,-1,-1,-2,1,-1,3,0,3,0.142857143,9,0.642857143,12,0.342857143,2,0.666666667,1,0.090909091,3,0.214285714,18,Female,Fluent,Non-Native,Relevant,Animation,Relevant Animation
55,17.41666667,0,13,15,3,8,7,3,0,0,-3,-2,-1,5,3,8,0.380952381,9,0.642857143,17,0.485714286,2,0.666666667,4,0.363636364,6,0.428571429,19,Female,Fluent,Native,Relevant,Animation,Relevant Animation
56,21.76666667,0,0,3,6.333333333,10,7,3,-1,0,0,-1,-1,1,2,3,0.142857143,5,0.357142857,8,0.228571429,2,0.666666667,1,0.090909091,3,0.214285714,21,Female,Fluent,Native,Relevant,Animation,Relevant Animation
57,26.95,0,0,1,4.333333333,4.5,8.333333333,3,-2,0,0,1,0,0,0,0,0,6,0.428571429,6,0.171428571,2,0.666666667,3,0.272727273,5,0.357142857,21,Female,Fluent,.,Relevant,Animation,Relevant Animation
58,26.8,0,7,8,6.333333333,10,10,3,0,0,-1,1,1,1,0,1,0.047619048,12,0.857142857,13,0.371428571,2,0.666666667,4,0.363636364,6,0.428571429,20,Female,Fluent,Native,Relevant,Animation,Relevant Animation
59,24.26666667,0,0,1,6,8.5,6.333333333,3,-1,0,1,1,0,5,2,7,0.333333333,13,0.928571429,20,0.571428571,2,0.666666667,3,0.272727273,5,0.357142857,20,Female,Fluent,Non-Native,Relevant,Animation,Relevant Animation
60,23.88333333,0,5,7,7.666666667,8.5,5.666666667,4,0,0,-1,0,1,1,1,2,0.095238095,7,0.5,9,0.257142857,2,0.666666667,2,0.181818182,4,0.285714286,20,Female,Fluent,Non-Native,Relevant,Animation,Relevant Animation
61,17.85,1,5,8,4,5.5,4,2,0,0,-2,0,-1,2,2,4,0.19047619,5,0.357142857,9,0.257142857,2,0.666666667,3,0.272727273,5,0.357142857,22,Female,Fluent,Non-Native,Relevant,Animation,Relevant Animation
62,23.88333333,2,8,12,4,4,6,3,0,1,-1,-1,1,1,2,3,0.142857143,11,0.785714286,14,0.4,2,0.666666667,1,0.090909091,3,0.214285714,21,Female,Fluent,Non-Native,Relevant,Animation,Relevant Animation
1,18.3,0,2,4,3,4,3,2,0,3,-2,-2,-2,1,2,3,0.142857143,10,0.714285714,13,0.371428571,2,0.666666667,3,0.272727273,5,0.357142857,19,Female,Fluent,Non-Native,Relevant,Static,Relevant Static
63,20.8,3,4,11,5,4.5,4.333333333,3,-1,-1,-1,-1,-3,3,2,5,0.238095238,12,0.857142857,17,0.485714286,2,0.666666667,2,0.181818182,4,0.285714286,20,Male,Fluent,Native,Relevant,Static,Relevant Static
64,14.9,0,4,7,6.333333333,6,3,3,0,-1,0,-1,-2,0,1,1,0.047619048,8,0.571428571,9,0.257142857,2,0.666666667,0,0,2,0.142857143,19,Female,Fluent,Native,Relevant,Static,Relevant Static
65,25.95,0,8,9,4.333333333,7,6,2,0,1,0,-2,0,2,2,4,0.19047619,9,0.642857143,13,0.371428571,2,0.666666667,4,0.363636364,6,0.428571429,22,Female,Fluent,Non-Native,Relevant,Static,Relevant Static
66,14.61666667,1,6,10,3,8.5,8,3,0,1,1,2,1,4,1,5,0.238095238,11,0.785714286,16,0.457142857,2,0.666666667,2,0.181818182,4,0.285714286,20,Female,Fluent,Native,Relevant,Static,Relevant Static
67,18.16666667,0,2,3,0,3.5,0.333333333,3,-1,-1,-1,-1,-3,1,0,1,0.047619048,6,0.428571429,7,0.2,2,0.666666667,3,0.272727273,5,0.357142857,18,Female,Fluent,Non-Native,Relevant,Static,Relevant Static
68,14.6,0,2,5,6,6.5,3.666666667,3,0,0,-1,0,-1,0,1,1,0.047619048,4,0.285714286,5,0.142857143,2,0.666666667,1,0.090909091,3,0.214285714,20,Female,Fluent,Non-Native,Relevant,Static,Relevant Static
69,20.08333333,0,3,5,7,9,5.666666667,3,-1,2,-1,1,0,0,0,0,0,4,0.285714286,4,0.114285714,1,0.333333333,0,0,1,0.071428571,18,Female,Fluent,Native,Relevant,Static,Relevant Static
70,22.08333333,1,5,9,3.333333333,6,7.666666667,2,0,0,0,0,0,3,2,5,0.238095238,8,0.571428571,13,0.371428571,3,1,5,0.454545455,8,0.571428571,18,Female,Fluent,Native,Relevant,Static,Relevant Static
71,24.75,0,4,5,3.333333333,6,4.333333333,2,-1,-1,-2,-3,-2,0,0,0,0,4,0.285714286,4,0.114285714,1,0.333333333,3,0.272727273,4,0.285714286,20,Female,Fluent,Non-Native,Relevant,Static,Relevant Static
72,12.43333333,0,1,2,3.333333333,4.5,2,3,1,1,0,0,0,0,2,2,0.095238095,9,0.642857143,11,0.314285714,3,1,2,0.181818182,5,0.357142857,19,Female,Fluent,Native,Relevant,Static,Relevant Static
73,18.95,0,0,1,4.666666667,8.5,7,3,0,0,1,0,-2,3,2,5,0.238095238,3,0.214285714,8,0.228571429,2,0.666666667,2,0.181818182,4,0.285714286,27,Male,Fluent,Native,Relevant,Static,Relevant Static
74,16.88333333,1,1,3,3,3,7,4,-1,0,0,-1,-2,0,0,0,0,7,0.5,7,0.2,3,1,2,0.181818182,5,0.357142857,19,Female,Non-Fluent,Non-Native,Relevant,Static,Relevant Static
75,19.48333333,0,4,5,1,2,1,1,1,0,-1,-2,-2,0,0,0,0,6,0.428571429,6,0.171428571,2,0.666666667,1,0.090909091,3,0.214285714,20,Female,Fluent,Non-Native,Relevant,Static,Relevant Static
76,18.3,0,9,11,3,6,6,2,0,-1,0,1,2,4,2,6,0.285714286,9,0.642857143,15,0.428571429,2,0.666666667,2,0.181818182,4,0.285714286,19,Female,Fluent,Non-Native,Relevant,Static,Relevant Static
77,9.133,0,1,2,3,4,6,3,-2,-2,-2,-2,-2,1,2,3,0.142857143,7,0.5,10,0.285714286,2,0.666666667,0,0,2,0.142857143,21,Male,Fluent,Native,Relevant,Static,Relevant Static
78,20.71666667,0,2,3,3.333333333,5,2.666666667,4,-2,0,-2,-3,-1,0,0,0,0,6,0.428571429,6,0.171428571,3,1,3,0.272727273,6,0.428571429,22,Female,Fluent,Native,Relevant,Static,Relevant Static
79,16.4,0,3,4,6.333333333,6,1,3,0,0,-1,-2,1,0,0,0,0,5,0.357142857,5,0.142857143,2,0.666666667,3,0.272727273,5,0.357142857,20,Female,Fluent,Native,Relevant,Static,Relevant Static
80,17.55,1,6,9,7,8,8,3,0,2,0,0,-3,2,2,4,0.19047619,7,0.5,11,0.314285714,2,0.666666667,2,0.181818182,4,0.285714286,19,Male,Fluent,Non-Native,Relevant,Static,Relevant Static
81,21.88333333,0,5,6,2.666666667,4.5,6,2,-2,0,-1,-1,1,0,0,0,0,6,0.428571429,6,0.171428571,1,0.333333333,3,0.272727273,4,0.285714286,20,Female,Fluent,Non-Native,Relevant,Static,Relevant Static
82,13.68333333,0,8,12,2.666666667,5,5.333333333,3,-1,1,0,-2,-1,0,0,0,0,9,0.642857143,9,0.257142857,2,0.666666667,4,0.363636364,6,0.428571429,22,Female,Fluent,Non-Native,Relevant,Static,Relevant Static
83,23.13333333,0,10,11,4.333333333,5.5,4.666666667,2,0,0,-2,-1,-1,3,3,6,0.285714286,8,0.571428571,14,0.4,1,0.333333333,1,0.090909091,2,0.142857143,20,Female,Fluent,Non-Native,Relevant,Static,Relevant Static
84,22.75,0,0,1,1,8.5,8.333333333,2,0,1,0,2,1,4,3,7,0.333333333,8,0.571428571,15,0.428571429,2,0.666666667,2,0.181818182,4,0.285714286,20,Female,.,Non-Native,Relevant,Static,Relevant Static
85,18.66666667,0,2,3,6,10,5,2,2,0,-2,-2,-1,0,2,2,0.095238095,6,0.428571429,8,0.228571429,2,0.666666667,4,0.363636364,6,0.428571429,21,Female,Fluent,Native,Relevant,Static,Relevant Static
86,19.85,1,4,6,3,7.5,4.666666667,4,0,0,0,1,-1,1,0,1,0.047619048,9,0.642857143,10,0.285714286,1,0.333333333,2,0.181818182,3,0.214285714,22,Male,Fluent,Non-Native,Relevant,Static,Relevant Static
87,19.66666667,0,5,7,5,9,8,2,-1,0,1,-4,0,2,3,5,0.238095238,10,0.714285714,15,0.428571429,3,1,5,0.454545455,8,0.571428571,19,Male,Fluent,Non-Native,Relevant,Static,Relevant Static
88,17.75,0,1,2,2,3.5,6.666666667,3,1,0,1,0,0,0,1,1,0.047619048,8,0.571428571,9,0.257142857,1,0.333333333,4,0.363636364,5,0.357142857,21,Female,Fluent,Native,Relevant,Static,Relevant Static
89,22.8,1,0,2,3,8,5.666666667,2,-3,-3,-2,-1,-1,0,2,2,0.095238095,6,0.428571429,8,0.228571429,2,0.666666667,1,0.090909091,3,0.214285714,19,Female,Fluent,Native,Relevant,Static,Relevant Static
90,22.91666667,0,2,4,2.333333333,8,4.666666667,2,2,-1,-2,1,-3,2,1,3,0.142857143,8,0.571428571,11,0.314285714,2,0.666666667,3,0.272727273,5,0.357142857,22,Female,Fluent,Non-Native,Relevant,Static,Relevant Static
91,14.7,1,7,9,3.666666667,8,2,4,-1,-2,2,-1,-1,0,0,0,0,8,0.571428571,8,0.228571429,2,0.666666667,2,0.181818182,4,0.285714286,19,Decline To Answer,Fluent,Non-Native,Relevant,Static,Relevant Static
92,11.05,0,2,3,1,3.5,2,4,-6,-1,-3,-2,-5,0,0,0,0,4,0.285714286,4,0.114285714,2,0.666666667,1,0.090909091,3,0.214285714,21,Female,Fluent,Native,Relevant,Static,Relevant Static
93,18.31666667,1,2,4,3.666666667,5.5,6.333333333,3,0,3,0,0,0,2,0,2,0.095238095,10,0.714285714,12,0.342857143,0,0,2,0.181818182,2,0.142857143,19,Female,Fluent,Native,Relevant,Static,Relevant Static
94,19.05,0,5,6,4,5.5,4,2,-1,1,1,0,0,1,0,1,0.047619048,5,0.357142857,6,0.171428571,0,0,2,0.181818182,2,0.142857143,21,Female,Fluent,Non-Native,Relevant,Static,Relevant Static
95,20.68333333,0,5,6,5,5,3,2,0,0,-1,-3,-1,0,0,0,0,10,0.714285714,10,0.285714286,2,0.666666667,2,0.181818182,4,0.285714286,20,Female,Fluent,Native,Relevant,Static,Relevant Static
