Participant ID ,Qualtrics ID,Duration (min),PK OR ,PK Self-Rating,PK Terms,PK Total,Intrinsic Load,Extraneous Load,Germane Load,Retention OR1,Retention OR2,Retention OR3,OR Retention Total,MC Retention,Retention Total,Transfer OR1,Transfer OR2,Transfer OR3,Transfer OR Total,Transfer MC,Transfer Total,Delay,Relevancy,Animated?,Fluent,Native
95,R_3iX48D2wJYi1zZ4,12.56666667,0,1,5,6,5.666666667,9.5,6,0,0,0,0,7,7,0,1,0,1,2,3,Immediate,Relevant,Animation,1,2
96,R_3F4NuFb5lygT9Ke,14.88333333,0,3,7,10,5.333333333,7.25,3.666666667,4,1,3,8,12,20,1,1,0,2,3,5,Delayed,Irrelevant,Static,1,1
97,R_1DBDNgBhzky8bTF,16.46666667,0,2,9,11,3,7.5,7.666666667,3,0,0,3,2,5,1,2,0,3,2,5,Delayed,Irrelevant,Animation,1,2
98,R_3ndS350JlskcUzf,20.1,2,3,6,11,5.333333333,5,6.666666667,2,0,2,4,6,10,0,1,1,2,3,5,Immediate,Relevant,Animation,1,2
99,R_1E0skSlt7QR2HHg,21.86666667,0,1,0,1,8.333333333,9.5,7,2,0,2,4,12,16,1,1,1,3,3,6,Delayed,Irrelevant,Animation,1,1
100,R_3dXFkHlV1Viw0Gh,15.56666667,0,1,1,2,2,3.75,4.666666667,3,0,0,3,7,10,1,0,1,2,1,3,Delayed,Relevant,Static,1,1
101,R_2f3sCCzJuf3CClT,21.3,0,1,8,9,4.333333333,0.75,2,1,1,1,3,11,14,1,0,0,1,1,2,Immediate,Irrelevant,Static,1,1
102,R_1GT8MOeFIbGVGsG,23.66666667,0,1,4,5,5,6.75,2.333333333,3,1,2,6,10,16,1,1,0,2,2,4,Delayed,Relevant,Animation,1,1
103,R_2s6cboJCS5mWl0E,24.41666667,0,1,0,1,4.333333333,7,5.666666667,3,0,2,5,6,11,0,1,1,2,1,3,Immediate,Irrelevant,Animation,1,2
104,R_2cchy2ESo53qchB,15.61666667,0,2,4,6,3.666666667,4.25,6.666666667,1,0,0,1,10,11,1,1,0,2,2,4,Delayed,Irrelevant,Static,1,2
105,R_20MNE3nH5nv4bCP,16.06666667,1,2,5,8,6,7,6.333333333,2,2,0,4,10,14,1,1,0,2,2,4,Immediate,Relevant,Static,1,1
106,R_WBBUag7KwnuY7pn,25.23333333,0,1,5,6,3.333333333,6.25,4.666666667,4,2,0,6,9,15,0,1,1,2,0,2,Delayed,Irrelevant,Static,1,1
107,R_zdRANIEoZQ4IjLj,27.01666667,2,3,14,19,0,1,3.333333333,5,5,0,10,12,22,2,3,1,6,2,8,Immediate,Relevant,Static,1,1
108,R_3nNNK9mxjnWlb69,23.01666667,0,1,6,7,2.333333333,4,2,3,0,0,3,11,14,2,1,1,4,3,7,Delayed,Relevant,Animation,1,1
109,R_6fKs3y8HGWB8CFb,15.81666667,1,2,7,10,4.333333333,7.5,6.666666667,3,1,0,4,11,15,1,1,0,2,2,4,Immediate,Relevant,Static,1,2
110,R_2uL1GIZREbu4qN4,18.05,2,2,9,13,4.333333333,5.75,4,4,4,0,8,12,20,1,1,0,2,3,5,Immediate,Irrelevant,Animation,1,1
111,R_3n2wHktHEsZB4hY,27.01666667,0,2,0,2,4,8,7,1,0,0,1,6,7,1,1,2,4,2,6,Delayed,Relevant,Animation,1,2
112,R_1CkjXfM85PmLnCt,27.01666667,1,1,6,8,6.666666667,8.75,8.333333333,4,0,0,4,9,13,2,1,1,4,2,6,Delayed,Irrelevant,Animation,1,2
113,R_3frw6R7oCdZIKOv,15.4,0,2,1,3,6.666666667,6,4.333333333,0,0,0,0,7,7,0,0,0,0,1,1,Immediate,Irrelevant,Animation,1,1
114,R_TdV2xrrlt5EPNDz,9.35,0,2,4,6,3,4.75,4,1,0,0,1,6,7,0,0,0,0,0,0,Delayed,Relevant,Animation,1,1
115,R_AyNGoUvXFzu3cFr,21.2,0,1,1,2,8.333333333,8.25,6.666666667,1,0,0,1,8,9,1,1,1,3,0,3,Immediate,Irrelevant,Static,1,2
116,R_29ndUZ62NC09E4o,21.9,0,3,7,10,3.333333333,3,10,3,0,0,3,9,12,0,1,0,1,2,3,Delayed,Irrelevant,Static,1,2
117,R_2rHOoZaBXouslux,15.33333333,1,1,1,3,5,5.75,3.666666667,0,0,0,0,9,9,1,1,0,2,2,4,Immediate,Relevant,Static,1,2
118,R_2CwS9cGpJ2CYxKE,17.63333333,0,1,0,1,6.666666667,4.25,4.666666667,1,0,0,1,5,6,1,0,0,1,3,4,Delayed,Relevant,Static,1,2
119,R_1H2dfFnJPosfoAM,20.45,0,1,1,2,2.666666667,3.25,9.666666667,5,0,0,5,6,11,1,0,1,2,1,3,Delayed,Irrelevant,Static,1,2
120,R_2CVwrOkVVqY5v0i,24.85,0,3,9,12,5.666666667,8.5,9,3,2,2,7,10,17,1,1,1,3,3,6,Immediate,Irrelevant,Animation,1,2
121,R_Zklfe50BufeWNH3,13.38333333,0,1,0,1,5,8.5,6,1,0,0,1,6,7,1,1,1,3,3,6,Immediate,Relevant,Animation,1,2
122,R_1NfvfJ0IKsNcpcu,16.35,0,2,4,6,2,2,7.666666667,1,0,0,1,5,6,1,0,2,3,1,4,Immediate,Relevant,Static,1,2
123,R_25ttyUMKHux7PIw,21.13333333,0,1,0,1,6.666666667,8,6,0,0,0,0,8,8,1,1,1,3,2,5,Delayed,Relevant,Animation,2,2
124,R_bQKCthUINMrDRAt,24.58333333,0,2,4,6,3.333333333,6.25,3.666666667,2,0,2,4,10,14,1,1,0,2,1,3,Immediate,Irrelevant,Animation,1,2
125,R_2332YTsYtYKP4Ao,22.16666667,0,2,2,4,4,6.5,4,3,2,3,8,11,19,0,1,0,1,1,2,Delayed,Irrelevant,Static,1,1
126,R_33lNbdTfFnZ6VLq,14,0,2,3,5,6,7.75,4.666666667,2,0,1,3,9,12,2,2,1,5,2,7,Delayed,Relevant,Animation,1,2
127,R_3fpd1dkCZLWHPQm,20.41666667,1,1,1,3,4,6.75,5,3,0,1,4,9,13,2,1,0,3,1,4,Immediate,Relevant,Static,1,1
128,R_2qC1LqvYqlspFkF,20.33333333,0,1,0,1,3,4.75,5.666666667,1,0,0,1,9,10,1,1,1,3,3,6,Delayed,Irrelevant,Animation,1,2
129,R_1r247ZNxBdFySy3,14.75,0,4,4,8,4.333333333,5.5,4,1,0,0,1,8,9,1,1,1,3,1,4,Immediate,Irrelevant,Static,1,1
130,R_1K87B6MzEzXN5ET,19.71666667,0,2,2,4,6,5.75,3,4,1,3,8,10,18,2,1,0,3,3,6,Delayed,Irrelevant,Animation,1,1
131,R_2TZVRqUIK7oq35c,20.13333333,0,1,3,4,2.666666667,8.25,7,1,1,0,2,10,12,2,1,1,4,2,6,Immediate,Relevant,Animation,1,1
132,R_1rvLAmRFwPfoSoh,22.03333333,2,2,4,8,4.333333333,4.75,5.333333333,2,3,2,7,10,17,2,1,1,4,2,6,Immediate,Irrelevant,Static,1,1
133,R_27ya2HZMSCw7Hfr,18.7,0,1,0,1,3,6,2,1,0,2,3,4,7,1,1,1,3,1,4,Immediate,Relevant,Animation,1,1
134,R_3nBDPcZqcULlrk1,19.81666667,0,1,2,3,3.666666667,8,6,1,0,1,2,5,7,1,1,0,2,2,4,Delayed,Relevant,Static,1,1
135,R_2CNCgAgOhbQiWqc,21.16666667,0,2,9,11,5.666666667,7.75,8,3,0,0,3,5,8,2,1,0,3,2,5,Delayed,Irrelevant,Static,1,1
136,R_22nNFKyoiukzqxm,22.9,1,1,2,4,6.333333333,6.5,5.666666667,1,4,2,7,9,16,1,1,1,3,2,5,Delayed,Relevant,Static,1,1
137,R_2Yb6DTCLAGcqYxJ,21.53333333,0,2,7,9,7,7.5,7.666666667,4,0,0,4,6,10,1,1,0,2,3,5,Immediate,Irrelevant,Animation,1,2
138,R_29ndVNEwOsCscwC,13.3,0,3,11,14,3.333333333,6,10,0,0,0,0,5,5,0,1,0,1,1,2,Immediate,Irrelevant,Animation,2,2
139,R_2rj5SO8M8lNScfR,16.38333333,1,2,9,12,6.666666667,7.75,7,4,0,0,4,9,13,1,1,1,3,3,6,Delayed,Irrelevant,Static,1,2
140,R_3RczhZPNQbtNvLr,19.28333333,2,1,6,9,6.666666667,3.25,8,0,0,2,2,10,12,1,1,0,2,3,5,Delayed,Relevant,Static,1,2
141,R_31cNsA9LzWxViJU,10.36666667,0,1,4,5,5.333333333,7.5,5,2,0,0,2,4,6,1,1,0,2,3,5,Immediate,Relevant ,Animation,1,1
142,R_3JDDbqUzISOqwII,15.36666667,0,3,8,11,4.333333333,7,5.333333333,2,0,0,2,7,9,1,0,1,2,3,5,Delayed,Irrelevant,Animation,1,1
143,R_2pQ3RDedmSkBqO4,17.05,1,3,2,6,4.666666667,5.25,5,2,0,1,3,11,14,1,0,1,2,3,5,Delayed,Irrelevant,Static,1,2
144,R_1nZ9Bx1C3FLz6KZ,21.33333333,0,2,4,6,4.333333333,5,7.333333333,1,1,2,4,11,15,1,1,0,2,1,3,Immediate,Relevant ,Static,1,1
145,R_2rVJD7aXSG1WvHz,20.6,0,1,5,6,5.333333333,8,2,1,1,0,2,9,11,1,1,1,3,1,4,Immediate,Irrelevant,Animation,1,1
146,R_1gT3J5oOLKclp3K,47.23333333,2,3,9,14,8,6.5,2,7,4,3,14,11,25,2,1,1,4,3,7,Delayed,Relevant ,Static,1,1
147,R_2CTf139uT83tPJm,25.3,1,1,0,2,5.666666667,8.5,7,2,1,2,5,10,15,1,1,1,3,1,4,Delayed,Relevant ,Animation,1,2
148,R_Y342Qt61baEPpp7,9.616666667,0,1,1,2,0,0,1,0,0,0,0,5,5,1,0,0,1,2,3,Immediate,Irrelevant,Static,2,2
149,R_27BY02XNkTu0CSn,23.96666667,2,2,9,13,6.666666667,4,2.666666667,3,1,2,6,10,16,1,2,1,4,3,7,Immediate,Irrelevant,Animation,1,1
150,R_2rU6g6zpIqJSW3o,38.7,1,2,3,6,4.666666667,4.75,4.666666667,4,2,2,8,12,20,2,1,0,3,2,5,Delayed,Relevant ,Static,1,2
151,R_2V4sEzaORXMlPhh,19.06666667,0,3,7,10,3,8.25,7,0,0,2,2,10,12,1,1,0,2,0,2,Immediate,Irrelevant,Static,1,2
152,R_1pG16c4nVhIFKW4,21.75,3,1,9,13,5.666666667,7,8,4,1,1,6,8,14,2,1,0,3,1,4,Immediate,Irrelevant,Animation,1,2
153,R_1rBN6fye5iSnvj1,23.83333333,2,1,9,12,6,9.25,8.666666667,4,4,2,10,11,21,2,2,1,5,2,7,Immediate,Relevant,Static,1,1
154,R_29tQX2suMiDeS3i,17.83333333,0,2,0,2,4,6.5,7,2,0,0,2,6,8,2,1,1,4,1,5,Immediate,Irrelevant,Static,1,2
155,R_2ZOJhj8LKnhgdAi,14.5,0,1,2,3,3.666666667,5.25,3,2,0,0,2,6,8,1,1,0,2,1,3,Delayed,Irrelevant,Animation,1,1
156,R_2aeoxYQO3pTVwta,20.2,0,1,1,2,6,9.5,5.666666667,4,1,0,5,8,13,0,1,0,1,0,1,Immediate,Relevant,Static,1,2
157,R_125ArgTqmJs14wt,18.45,1,2,7,10,3.666666667,7.75,4,1,0,0,1,11,12,0,1,0,1,1,2,Delayed,Relevant,Animation,1,1
158,R_2dRRVJBRYF80GwR,32.76666667,1,1,4,6,4.666666667,6.75,7.333333333,3,2,1,6,13,19,1,2,1,4,3,7,Immediate,Relevant ,Static,1,1
159,R_3KUFuedtLys4wBB,23.75,0,1,6,7,3.666666667,6.75,7,2,1,2,5,7,12,1,1,0,2,3,5,Delayed,Irrelevant,Static,1,2
160,R_3FIIPDsUZjNVeFu,25.58333333,0,2,6,8,5.333333333,7,6.666666667,4,0,1,5,10,15,2,1,0,3,3,6,Delayed,Irrelevant,Animation,1,1
161,R_0BYxbDVccHx0To5,20.46666667,1,1,0,2,7.333333333,9.75,8,2,0,1,3,9,12,1,0,0,1,2,3,Immediate,Relevant,Animation,1,2
162,R_3Eb3IPTp8arAL5m,20.18333333,0,1,7,8,4,5.75,4.666666667,4,1,2,7,10,17,1,2,0,3,3,6,Delayed,Relevant,Static,1,2
163,R_ZlxmwU4ukee3K2B,18.7,0,1,1,2,7.333333333,4.75,8.333333333,4,0,0,4,5,9,1,0,1,2,0,2,Immediate,Irrelevant,Animation,1,2
164,R_20Pf86nT2o2yMor,22.91666667,1,1,5,7,7.666666667,1.5,2.333333333,2,1,2,5,11,16,1,1,1,3,2,5,Immediate,Relevant,Animation,1,2
165,R_3nN08HB3Nkhs4Hr,26.76666667,0,1,7,8,3,5.5,6.666666667,2,1,1,4,11,15,1,1,0,2,3,5,Delayed,Irrelevant,Static,1,2
166,R_2yr2DlimmSJdrI3,28.23333333,2,3,6,11,1.333333333,1.5,2,1,0,0,1,9,10,1,1,0,2,3,5,Immediate,Relevant,Animation,2,2
167,R_3fV5f0cOFyFmiji,24.01666667,1,2,5,8,6,7.5,7.333333333,2,0,1,3,6,9,0,1,1,2,3,5,Delayed,Irrelevant,Static,1,2
168,R_3PAy4UZPWI7pB3s,23.88333333,0,1,5,6,6,2,2,3,7,0,10,12,22,1,1,0,2,3,5,Delayed,Irrelevant,Animation,1,2
169,R_1GHOty8aVBbt1Dn,23.66666667,1,2,7,10,8.666666667,6,3.333333333,1,2,0,3,10,13,1,1,0,2,1,3,Immediate,Irrelevant,Static,1,1
170,R_3Mh5tZy8HHseC0F,27.73333333,0,2,2,4,5.666666667,2.5,2,3,0,0,3,8,11,1,1,0,2,2,4,Immediate,Relevant,Static,1,2
171,R_28Bfy902Zzf2s5j,20.46666667,3,4,5,12,5.333333333,0.5,3,3,6,3,12,10,22,1,1,1,3,2,5,Delayed,Relevant,Static,1,2
172,R_3iWmHuVPwmm8O56,23.38333333,1,1,0,2,7.666666667,7.25,8.666666667,5,0,1,6,12,18,1,1,1,3,0,3,Delayed,Irrelevant,Animation,1,2
173,R_2xCZkfqiChsqIrN,33.05,2,1,8,11,3.666666667,2,5.666666667,3,3,1,7,9,16,0,1,0,1,2,3,Immediate,Relevant,Animation,1,2
174,R_1N997zLhEQ28uyT,16.1,0,1,6,7,4,2,3.333333333,4,0,0,4,10,14,2,1,0,3,2,5,Delayed,Irrelevant,Static,1,1
175,R_3NV9CjoPdRAXNgY,24.33333333,1,2,6,9,8.333333333,7.5,4.666666667,3,0,2,5,11,16,1,2,0,3,0,3,Immediate,Relevant,Static,1,1
176,R_2ydt0Yr1ubitByb,22.21666667,0,3,2,5,6,4.75,5,3,0,0,3,7,10,1,1,0,2,1,3,Delayed,Relevant,Animation,1,2
177,R_w7uHNMaf1katZqF,22.1,0,1,12,13,6.666666667,3.5,3,6,0,0,6,11,17,2,1,1,4,1,5,Immediate,Irrelevant,Animation,1,2
178,R_30kSRlbnXUBBglK,27.91666667,0,3,6,9,7,1.5,2,2,0,0,2,2,4,0,0,0,0,0,0,Immediate,Irrelevant,Animation,2,2
179,R_2EcUSNOnNKqkVhk,20.3,0,1,0,1,6.666666667,2.5,5.666666667,0,0,0,0,10,10,0,0,0,0,2,2,Delayed,Relevant,Static,1,1
180,R_1QMDrs9YEX288Ex,29.28333333,1,2,5,8,4.666666667,3.75,3,4,4,3,11,11,22,2,1,0,3,3,6,Immediate,Relevant,Animation,1,1
181,R_1OBSMRqR2dlhG6k,36.33333333,0,1,4,5,3,1.75,5.333333333,2,0,2,4,9,13,1,0,1,2,2,4,Delayed,Irrelevant,Animation,1,2
182,R_3G20eVixBMtXDAq,62.21666667,0,1,0,1,10,5.25,2.666666667,1,5,0,6,9,15,0,1,0,1,2,3,Delayed,Relevant,Animation,1,1
183,R_sj0u3oBdezQRRKN,15.65,1,4,12,17,6,3.25,5.666666667,4,0,1,5,6,11,0,1,0,1,1,2,Immediate,Relevant,Static,1,1
184,R_r6dTghoV1vHZ2nv,21.3,1,3,4,8,9,2,9,1,1,0,2,3,5,0,1,0,1,2,3,Delayed,Irrelevant,Static,1,2
185,R_1NtE0IvsxeF3f0A,15.45,0,3,10,13,6,7.75,4,2,0,0,2,5,7,0,1,0,1,3,4,Immediate,Relevant,Static,1,2
186,R_qRxwSpSeoKksodX,17.03333333,0,1,1,2,3,8,6.333333333,4,0,0,4,7,11,1,1,0,2,0,2,Immediate,Irrelevant,Animation,1,2
187,R_1E6cdp7LCad9aST,17.78333333,1,2,2,5,5.333333333,5.25,4,2,1,0,3,9,12,1,0,0,1,1,2,Delayed,Irrelevant,Static,1,2
188,R_1ilBByn0ViK9Z2m,18.4,0,1,3,4,7,8.5,6,1,0,0,1,10,11,1,1,1,3,2,5,Immediate,Irrelevant,Static,1,1
189,R_3NQmhmcqTftk8Hg,20.1,2,3,12,17,8,8,5,2,0,2,4,9,13,0,1,0,1,2,3,Delayed,Relevant,Static,1,1
190,R_ugpBbyQ0ZQExfJ7,23.2,1,1,0,2,7.333333333,8.75,7,2,1,0,3,10,13,0,1,0,1,1,2,Delayed,Relevant,Animation,2,1
191,R_zUqN7PdRbXfX59D,19.95,1,1,0,2,2.666666667,6.75,7.333333333,3,1,1,5,12,17,0,2,1,3,3,6,Immediate,Relevant,Animation,1,1
192,R_3oAViQUsLhGrcXY,17.3,0,2,2,4,6,4.5,4.666666667,1,1,1,3,10,13,0,1,0,1,1,2,Delayed,Irrelevant,Animation,1,2
193,R_Qc3TEgjxA9h0P0B,32.28333333,0,1,8,9,4.666666667,6,7.666666667,1,0,0,1,9,10,0,2,1,3,3,6,Delayed,Irrelevant,Animation,1,2
194,R_2EntdOfYQmJf3K3,11.96666667,2,3,8,13,3.333333333,5.5,5,1,0,1,2,3,5,0,0,0,0,2,2,Delayed,Irrelevant,Animation,1,2
195,R_2VRavSPTzB1PXCM,17.03333333,2,3,8,13,5.333333333,9,9,2,2,0,4,6,10,0,1,0,1,0,1,Delayed,Relevant,Static,1,2
196,R_22lwwAaqWpwEqXP,20.15,0,2,3,5,5,8.75,10,2,0,0,2,4,6,1,2,0,3,3,6,Immediate,Irrelevant,Static,,
197,R_87FhVvXc8snWFYl,54.06666667,0,1,2,3,3,4.25,8,3,2,0,5,10,15,2,1,0,3,1,4,Immediate,Relevant,Animation,1,2
198,R_1DYZKhuOd5Ij5db,17.73333333,1,2,7,10,5.666666667,7.5,6.666666667,4,2,2,8,8,16,1,1,1,3,2,5,Immediate,Irrelevant,Static,1,2
199,R_2axHcpq0Fr4MUSv,19.11666667,0,1,4,5,4.333333333,7.5,7.333333333,2,0,2,4,10,14,0,1,0,1,1,2,Immediate,Irrelevant,Animation,1,2
200,R_2QzBvYwK8IZzV5m,19.2,1,1,1,3,3,7.75,7.666666667,1,0,0,1,10,11,1,1,1,3,2,5,Delayed,Relevant,Static,1,2
201,R_3feEhEnCaLuYlrI,24.61666667,0,1,6,7,5,6.75,5.333333333,2,0,0,2,10,12,0,1,1,2,1,3,Immediate,Relevant,Animation,1,1
202,R_BzAJR60PVutj4pb,15.1,0,2,6,8,2,4.5,3.333333333,1,0,1,2,5,7,1,1,0,2,1,3,Delayed,Relevant,Static,1,1
203,R_33lL4TwL9hGGehi,23.51666667,0,2,7,9,7.666666667,8,5.666666667,2,0,2,4,7,11,0,0,0,0,1,1,Delayed,Irrelevant,Static,1,2
204,R_1Kjy39adbhUs2SW,26.21666667,2,1,2,5,5.666666667,7,6.333333333,2,1,3,6,9,15,0,1,0,1,2,3,Immediate,Relevant,Animation,1,1
205,R_3puqvF60S7S3OXb,27.71666667,2,2,2,6,5,8,6,4,0,0,4,10,14,1,0,1,2,2,4,Immediate,Irrelevant,Animation,1,1
206,R_1jqA4bfWp87mkcf,21.11666667,1,3,7,11,6.333333333,7.75,6.666666667,5,2,0,7,11,18,0,0,0,0,1,1,Immediate,Relevant,Animation,1,1
207,R_3k5qHX4TSiBg5f1,22.65,2,1,7,10,7.666666667,9.75,8.666666667,1,0,0,1,8,9,1,1,0,2,2,4,Delayed,Irrelevant,Static,1,2
208,R_3r0rwhdnc4CEDnX,23.43333333,0,2,0,2,4,6.25,5,3,0,0,3,8,11,2,1,0,3,2,5,Delayed,Relevant,Static,1,2
209,R_2eai0tWS3LGE2xa,16.66666667,2,1,3,6,6.333333333,9.5,7,4,0,2,6,9,15,2,1,0,3,2,5,Immediate,Relevant,Static,1,1
210,R_3eknokQeTZRKxWH,19.68333333,0,4,2,6,4,4.75,5.666666667,0,0,0,0,6,6,1,0,1,2,3,5,Delayed,Relevant,Animation,1,2
211,R_ezb7IWrMQzEniQp,22.31666667,2,3,1,6,3,7.25,7.333333333,3,1,2,6,11,17,1,1,1,3,3,6,Delayed,Irrelevant,Static,1,1
212,R_3DqFeiuzMe4dGIB,24.1,0,3,4,7,4,8,8,4,0,2,6,7,13,0,2,0,2,3,5,Delayed,Relevant,Animation,1,1
213,R_2rARp8ZA4siGQ5z,23.53333333,0,1,3,4,2.333333333,6.25,3.666666667,4,0,1,5,6,11,0,1,0,1,2,3,Immediate,Irrelevant,Static,2,2
214,R_sZ3rMmpdAEPGCyJ,17.56666667,3,2,5,10,2.333333333,3.25,4.333333333,4,0,2,6,9,15,1,1,0,2,2,4,Delayed,Relevant,Static,1,1
215,R_33qo6OCJqu2nn3u,19.93333333,0,3,2,5,5.333333333,4.5,6.333333333,4,0,2,6,10,16,1,1,1,3,2,5,Immediate,Irrelevant,Animation,1,1
216,R_BK4pqg1xj7aYGeR,23.05,0,1,8,9,7.333333333,7,7,3,2,3,8,12,20,1,1,0,2,2,4,Immediate,Irrelevant,Animation,1,2
217,R_2YyKi8HMao1cdUW,31.73333333,0,1,9,10,5.333333333,5.25,7.333333333,5,0,1,6,10,16,2,1,0,3,2,5,Immediate,Relevant,Static,1,2
218,R_3KqP1Y5E2RWfRpQ,32.51666667,0,2,11,13,9.666666667,10,7,4,3,0,7,12,19,2,1,0,3,3,6,Delayed,Relevant,Animation,1,1
219,R_1C73oMI4JXxO4vA,23.55,0,3,6,9,5.333333333,6.5,4,1,0,0,1,8,9,1,1,1,3,1,4,Delayed,Irrelevant,Static,1,2
220,R_1FnV1uSCXPHFX9Q,27.6,0,1,0,1,4.333333333,4.25,4,0,0,0,0,7,7,0,1,0,1,2,3,Immediate,Relevant,Static,1,2
221,R_1lzOZ94Ofpugx6u,20.33333333,0,1,1,2,1.666666667,7.5,3,1,0,1,2,10,12,1,2,0,3,2,5,Delayed,Relevant,Animation,1,1
222,R_2S7zcdORvRqrAM2,20.4,0,1,4,5,6.333333333,8.5,6.333333333,5,0,1,6,10,16,1,1,0,2,2,4,Delayed,Irrelevant,Animation,1,1
223,R_pAdpDij3bfiz0oF,20.18333333,1,2,6,9,7,8,9,3,0,1,4,8,12,1,1,0,2,2,4,Immediate,Irrelevant,Static,1,1
224,R_3jeLWW45S771MsL,27.8,1,3,1,5,5,6.5,1.333333333,2,0,1,3,9,12,1,1,1,3,3,6,Delayed,Relevant,Static,1,1
225,R_3etdX7QKxyjpgE0,28.7,1,1,8,10,6,5.5,7,5,2,2,9,10,19,1,1,1,3,3,6,Immediate,Irrelevant,Static,1,1
226,R_2WD7ZEJOyEodo90,30.9,1,1,0,2,4,7.75,2.666666667,2,2,0,4,7,11,0,0,0,0,1,1,Delayed,Irrelevant,Animation,1,2
227,R_3snzpKYNqNRf3lH,25.38333333,1,2,9,12,4.333333333,8.25,9,4,4,1,9,9,18,0,1,0,1,1,2,Immediate,Relevant,Animation,1,1
228,R_5znBIeOkiFJCKvD,19.81666667,0,1,3,4,3.333333333,8.5,7.666666667,1,1,0,2,13,15,1,1,1,3,1,4,Delayed,Relevant,Animation,1,1
229,R_3MSBlTaChUG8frQ,30.91666667,0,2,1,3,3.666666667,10,8.333333333,3,0,0,3,8,11,0,1,1,2,1,3,Immediate,Relevant,Static,1,2
230,R_30jyvxE3DMl2H8Q,17.91666667,1,1,7,9,4.333333333,8.25,4.666666667,3,0,1,4,10,14,1,1,0,2,3,5,Delayed,Irrelevant,Static,1,1
231,R_1KxOkpPhvCT04HU,20.61666667,0,1,7,8,4.333333333,7.5,9.666666667,1,1,0,2,7,9,1,2,1,4,2,6,Immediate,Irrelevant,Animation,1,1
232,R_3JfsniLlfZFXoyW,18.33333333,0,1,4,5,5.666666667,6,8.666666667,2,0,1,3,5,8,1,1,0,2,3,5,Delayed,Relevant,Static,1,2
233,R_30oDnfqZW37ChiX,15.45,2,1,2,5,5,9.5,5.666666667,4,1,1,6,10,16,2,1,0,3,3,6,Immediate,Irrelevant,Static,1,1
234,R_xsiszCb3yHirCAF,19.26666667,0,1,0,1,7,9.5,5.666666667,1,0,0,1,2,3,0,0,0,0,1,1,Delayed,Irrelevant,Animation,1,2
235,R_ZKL3pCgkallfA4x,22.35,0,1,4,5,8.666666667,8,1,3,1,0,4,6,10,2,1,0,3,2,5,Immediate,Relevant,Animation,1,1
236,R_2pS44EYuZdyJitK,17.41666667,2,1,6,9,4.333333333,7.5,5.666666667,3,0,1,4,4,8,0,1,0,1,3,4,Delayed,Relevant,Animation,1,2
237,R_2YMsJXMA1fz4Nq9,24.58333333,0,2,4,6,4,8,1.666666667,3,0,0,3,10,13,0,0,0,0,2,2,Immediate,Irrelevant,Animation,1,1
238,R_DDjJcIlobmpkMrD,25.28333333,3,2,7,12,5.666666667,9.5,7.666666667,4,1,0,5,11,16,1,1,0,2,1,3,Delayed,Relevant,Static,1,1
239,R_r0XCFwpaClvkQyB,13.66666667,0,1,0,1,6.333333333,9,3.666666667,1,0,1,2,8,10,0,0,1,1,2,3,Immediate,Irrelevant,Static,1,1
240,R_294iejcD3UUyPqR,14.25,0,1,0,1,4.666666667,5.25,4.333333333,3,0,1,4,6,10,2,0,0,2,2,4,Immediate,Irrelevant,Static,1,2
241,R_SNMELUmpNIDMG6l,21.41666667,2,3,7,12,3,9,7.333333333,5,7,2,14,13,27,1,1,0,2,2,4,Delayed,Relevant,Animation,1,1
242,R_1K20RBWenV0qIaG,22.98333333,1,3,3,7,2.666666667,5.25,5.666666667,1,0,0,1,7,8,1,1,0,2,0,2,Immediate,Relevant,Static,1,1
243,R_2TBIAsjWo1XzuKL,19.01666667,1,1,4,6,4.666666667,8,4.333333333,2,1,2,5,6,11,1,1,0,2,2,4,Delayed,Irrelevant,Animation,1,1
244,R_7OGhaeqM8i7SW41,22.96666667,0,1,3,4,5,8.75,4.666666667,1,0,0,1,9,10,0,2,0,2,2,4,Delayed,Relevant,Static,1,1
245,R_3rWXRRxFlGJrJC1,24.5,0,3,3,6,4.333333333,8.25,9.333333333,3,0,1,4,7,11,1,0,1,2,2,4,Immediate,Irrelevant,Static,1,1
246,R_3rZqcIKfdgARb0q,12.86666667,0,1,0,1,0,9.25,6.666666667,1,0,0,1,3,4,0,1,0,1,2,3,Immediate,Relevant,Animation,1,1
247,R_1NxXEGDY4u1A7jI,21.73333333,1,1,5,7,4,8.25,9,2,1,3,6,8,14,2,1,0,3,2,5,Delayed,Irrelevant,Animation,1,1
248,R_2co1iQBxmYhwc67,12.33333333,0,2,3,5,4,5,3,1,2,0,3,6,9,1,1,1,3,2,5,Immediate,Relevant,Static,1,1
249,R_2ciq2GuA6P0FAGz,25.2,0,2,2,4,2.333333333,5,6,7,2,1,10,10,20,1,1,1,3,2,5,Delayed,Irrelevant,Static,1,1
250,R_3lPiighZHmUqQql,28.86666667,0,2,4,6,4,4.5,4.333333333,2,0,0,2,6,8,1,1,0,2,0,2,Immediate,Relevant,Animation,1,1
251,R_0rjIIjIVg2Ea1EZ,27.05,2,3,12,17,2.666666667,4,3,4,2,1,7,9,16,0,1,0,1,1,2,Delayed,Irrelevant,Animation,1,2
252,R_2ZC9W7RZok8UUFo,16.15,1,2,3,6,3.666666667,5.5,6.333333333,1,0,2,3,9,12,1,1,1,3,1,4,Immediate,Relevant,Static,1,1
